"영화명","누적매출액","누적관객수","스크린수","상영횟수","개봉일","배급사","등급","장르","감독","배우","제작사","개봉일스크린수","개봉일관객수","스크린수증가율"
"해운대",81025004000,11324433,764,154277,"2009-07-22","CJ ENM","12세이상관람가","액션,드라마,어드벤처","윤제균","설경구,하지원,박중훈,엄정화,이민기,강대규,김원영,김유빈,신정원,성유경,박재홍,황인준,나승현,김인호,근휘,김재경,장원준,임동우,김정곤,정종원,이지애,이태영,최재섭,장명갑,지대한,천보근,박영수,염동헌,주민하,강예원,손희순,변상윤","(주)제이케이필름",537,170700,42.2718808193668
"해적: 바다로 간 산적",66372140706,8666208,910,133354,"2014-08-06","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","어드벤처","이석훈","김남길,손예진,유해진,김대윤,이경영,오달수,김태우,박철민,신정근,김원해,조달환,조희봉,정성화,최진리,이이경,강대욱,서왕석,서재현,서진석,서현석,성호제,송용호,심윤보,엄세현,유민경,이동철,장지웅,정경우,차민호,권성영,김경식,김기환,김대현,김재학,김주동,김준아,김한준,도현운,안내상,이대연,전배수,김강일,박해수,현봉식,우상기,곽진무,홍인,최정현,주광현","(주)하리마오픽쳐스",786,273445,15.7760814249364
"핸드폰",4221938000,622486,357,25062,"2009-02-19","에스케이텔레콤(주)","청소년관람불가","스릴러","김한민","엄태웅,박용우,박솔미,한혜영,조문희,박인정,김유석,이세나,김한민,노수정,변승민,이명선,유은정,최성순,유지연,양승훈,이승준,이채은,전배수,서우,김강현,김병춘,박길수,김태곤,양조아,오창경","(주)씨네토리,(주)한컴",357,56335,0
"행복",7737684000,1174495,332,35508,"2007-10-03","(주)쇼박스","15세이상관람가","드라마,멜로/로맨스","허진호","황정민,임수정,공효진,신종민,남주현,박혜은,최명화,최민선,이홍재,장진희,임병관,이한우,박인환,유승목,신신애,조용준,류승수,김기천,주부진,김창섭","라이필름,영화사 집",293,162927,13.3105802047782
"허브",7652767000,1304662,267,30263,"2007-01-11","(주)쇼박스","12세이상관람가","드라마","허인무","강혜정,정경호,배종옥,이미영,이영유,황선화,심태윤,강승희,박성현,이미도,이원종,오정세,최종률,엄수정,천우희,정인기,이수빈","케이엠컬쳐㈜",241,68779,10.7883817427386
"허삼관",7410215569,956103,621,27661,"2015-01-14","(주)넥스트엔터테인먼트월드(NEW)","12세이상관람가","드라마","하정우","하정우,하지원,전혜진,장광,주진모,성동일,이경영,김영애,정만식,조진웅,김기천,김성균,윤은혜,황보라,강민지,전현석,정우진,이경원,이민호,이수인,이승준,이승호,김재화,김시은,임현성,민무제,강신철,곽자형,백성철,김재영","(주)두타연,(주)판타지오픽쳐스",584,73635,6.33561643835616
"허스토리",2524275949,337424,696,20414,"2018-06-27","(주)넥스트엔터테인먼트월드(NEW)","12세이상관람가","드라마","민규동","김희애,김해숙,예수정,문숙,이용녀,김준한,이유영,안세하,손강국,윤효진,이선민,이승연,손승훈,이현동,이형석,임서영,안진영,김혜림,오진호,민주홍,박수진,박용수,정미경,박정헌,정은택,김명희,하성영,김선영,김성환,김시영,김시영,박명신,한지민,이설,최병모,정인기,김혜준,오창경,김인우,임선우,박진수","(주)수필름",696,44340,0
"헨젤과 그레텔",1970260500,311539,181,10301,"2007-12-27","CJ ENM","12세이상관람가","드라마,판타지","임필성","천정명,은원재,심은경,진지희,박희순,장영남,윤현용,송경섭,최우성,이광훈,이창석,고준희","(주)바른손이앤에이",171,20943,5.84795321637427
"헬로우 고스트",22056966500,3019780,472,57578,"2010-12-22","(주)넥스트엔터테인먼트월드(NEW)","12세이상관람가","코미디,드라마","김영탁","차태현,강예원,이문수,고창석,장영남,천보근,신성일,이창수,라미란,이한위,조덕제,박길수,안길강,정혜원,하성광,이장유,이동진","(주)워터앤트리",435,58487,8.50574712643678
"헬머니",4122996972,523871,422,24870,"2015-03-05","(주)넥스트엔터테인먼트월드(NEW)","청소년관람불가","코미디","신한솔","김수미,정만식,김정태,이태란,홍성덕,박승찬,이형빈,강경탁,임재수,박은영,박지영,박혜진,정진혁,채승훈,선현철,손재영,김달선,유병선,유용욱,윤수진,이강철,이규섭,김홍파,한진원,이성민,이승준,이영은,이은미,김지훈,김원해,이승천,박준금,정혜선,김영옥,길해연,지대한,조영진,장원영,권병길,박충선,김정영,이정은,정이랑,곽자형,박혁민","(주)전망좋은 영화사,TCO(주)더콘텐츠온",368,35936,14.6739130434783
"혈의 누",12367486506,1926592,264,35167,"2005-05-04","(주)시네마서비스","18세관람가","스릴러","김대승","차승원,박용우,지성,윤세아,최종원,박철민,유해진,박충선,장석원,서상원,임종윤,정진오,천호진,오현경,권태원,김기천","(주)싸이더스,(주)좋은영화",226,100491,16.8141592920354
"협녀, 칼의 기억",3360045489,431310,572,16099,"2015-08-13","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","사극,액션","박흥식","이병헌,전도연,김고은,이경영,김태우,이준호,배수빈,문성근,박슬기,장윤성,장은태,강풍,박지훈,고지영,손재영,김수안,김학선,성유빈,이성우,김영민,신유람","(주)티피에스컴퍼니",572,79801,0
"협상",17032133166,1967721,919,57926,"2018-09-19","(주)씨제이이엔엠","15세이상관람가","범죄","이종석","현빈,손예진,김상호,장영남,장광,조영진,이문식,이현,이동희,김준영,김지성,이주영,이지훈,이주환,안성봉,김희진,유관형,박수영,장민정,박영수,박지훈,정재호,정지상,정휘욱,김보민,김선희,김송이,김유진,이학주,차래형,박형수,이시아,최병모,박성근,어성욱,김보민,곽자형,김그림,윤성우,정인겸,김민상,여민구,배서하,곽민규","(주)제이케이필름,그리고픽처스,(주)씨제이이엔엠",898,81031,2.33853006681514
"형",23130188893,2982230,993,83591,"2016-11-23","(주)씨제이이엔엠","12세이상관람가","코미디,드라마","권수경","조정석,도경수,박신혜,권지훈,김승아,김진희,이연수,강두,정지훈,손산,김강현,권범택","굿초이스컷픽쳐스(주)",744,75882,33.4677419354839
"형사 Duelist",5847214000,922183,292,22237,"2005-09-08","코리아픽쳐스(주)","12세관람가","멜로/로맨스,액션","이명세","강동원,안성기,하지원,장민,함성원,이동렬,이상태,김성언,박민석,장민영,박세환,박승호,김신용,이응재,송영창,김준배,김보연,서동수,윤주상,박명신,박수영,변상윤","웰메이드엔터테인먼트",251,52203,16.3346613545817
"호로비츠를 위하여",2813074600,462623,206,13560,"2006-05-25","(주)쇼박스","전체관람가","드라마","권형진","엄정화,김호연,박용우,이승현,신의재,이명숙,최윤선,조미애,신승연,김현영,조준희,강현주,곽미라,유지연,장선,오승연,정수현,최윤아,엄창용,여경보,김아영,김보라,정인기,김희정,박영서","(주)싸이더스",201,22577,2.48756218905473
"홀리데이",7885116000,1257399,170,22092,"2006-01-19","롯데쇼핑㈜롯데엔터테인먼트","18세관람가","드라마,스릴러,범죄","양윤호","이성재,최민수,서경화,김동현,문영동,김원중,최지웅,박정석,서상민,김광호,차유경,유재선,이효원,윤정석,박성민,양현영,양길영,김주용,이지민,이얼,이봉규,장세진,이현우","(주)현진씨네마",168,39989,1.19047619047619
"홍길동의 후예",4259705000,612126,382,25216,"2009-11-26","에스케이텔레콤(주)","12세이상관람가","액션,코미디,드라마","정용기","서민균,이범수,이시영,김수로,성동일,허지원,김두환,강민영,신동선,김무영,박용수,이지혁,유재욱,권세은,박인환,조희봉,김도영,신유람","시오필름(주),어나더픽쳐스(주)",376,33459,1.59574468085106
"화려한 휴가",44098519600,6855314,551,96528,"2007-07-25","CJ ENM","12세이상관람가","드라마","김지훈","김상경,이창민,안성기,이요원,이준기,박철민,송진호,김명훈,신진철,황대원,김하림,조일연,박지운,한대관,백광두,주현철,김도일,유현진,이희원,박민수,임남혁,박병렬,박상준,임종민,임왕섭,김철기,김철준,정재헌,이강영,이규현,김용욱,이재열,이정국,이종대,손병호,이얼,황영희,엄효섭,곽민호,오희준,임현성,권태원,전국향,정인기,김봉수,신유람,최원","기획시대(주)",463,115078,19.0064794816415
"화이: 괴물을 삼킨 아이",17695683795,2394487,817,59051,"2013-10-09","(주)쇼박스","청소년관람불가","액션,스릴러","장준환","여진구,김윤석,조진웅,장현성,김성균,박해준,임지은,남지현,설우신,이성,이태종,한진,홍준표,유연석,이준혁,박진우,한주완,서영화,이진성,장인섭,손강국,이승용,김근영,이유미,박경혜,권은수,박용우,박성준,김영민,한이진,신정섭,김종태","나우필름(주),파인하우스필름(주),(주)쇼박스",734,360280,11.3079019073569
"화이트: 저주의 멜로디",5587204000,790959,311,28061,"2011-06-09","(주)씨제이이엔엠","15세이상관람가","공포(호러)","김곡,김선","황우슬혜,함은정,강명희,임찬영,송혁조,홍선희,김혜란,최재호,김유란,박은혜,김기방,최아라,신혜선,정병욱,박지영,박진수,방승배,한동배,한동훈,권아름,김동령,주용,최지혜,최나리,유영식,이화연,최영성,이수연,이수진,최은미,이용희,이윤아,이일형,김지섭,박지원,최민철,진세연,이규한,서현우,김영민","(주)두엔터테인먼트",268,18589,16.044776119403
"화차",18459969500,2436500,548,62646,"2012-03-08","필라멘트픽쳐스","15세이상관람가","미스터리","변영주","이선균,김민희,조성하,김별,차수연,임남숙,임순옥,장대윤,황남희,박지혜,송성원,오기민,최덕문,이희준,진선규,최일화,김성태,민성욱,김수진,박해준,박지은","(주)영화제작소보임",456,74855,20.1754385964912
"황제를 위하여",4754501771,592435,423,26736,"2014-06-11","유나이티드픽처스(주)","청소년관람불가","액션,범죄","박상준","장한새,이민기,박성웅,이태임,박재영,박진우,송원종,양영택,윤성민,윤성원,최민정,이민섭,이민영,권혁주,권혁진,김경아,김광민,이정훈,김미영,김우진,김진혁,박민철,유재명,한재영,이유준,박현우","오퍼스픽쳐스(유)",366,39397,15.5737704918033
"황진이",7763409000,1191690,456,39068,"2007-06-06","(주)시네마서비스","15세이상관람가","드라마,멜로/로맨스","장윤현","송혜교,유지태,류승룡,윤여정,정유미,김병철,김유정,김응수,김현아,허지원,김명철,최재욱,박철호,조원일,심온,박철호,김석기,유연수,장문정,윤지혜,박성일,박성환,오영두,이광희,이다경,조승연,이미소,김호연,손종학,윤영민,김부선,오태경,배용근,손진호,장원영,진용욱,예수정,리우진,임현성,권태원,이현우","(주)씨네이천,(주)씨즈엔터테인먼트",440,219062,3.63636363636364
"황해",17497165500,2260512,618,42102,"2010-12-22","(주)쇼박스,이십세기폭스코리아(주)","청소년관람불가","스릴러,액션,범죄","나홍진","김윤석,하정우,조성하,이철민,박윤호,김기석,박재홍,안서현,박창수,노남석,김기환,백승철,진명,김봉주,고해성,장윤영,권귀덕,강민규,임만규,정명식,임재민,김재화,김윤정,박병은,조재윤,이엘,이영수,장소연,이희준,송원종,정대용,황석정,유하복,최욱,손강국,정만식,공정환,이유미,염동헌,정민성,백현주,정혜원,이재우,승의열,한이진,천명재,방혜영","㈜팝콘필름",574,120482,7.66550522648084
"회사원",8321175000,1110523,549,41275,"2012-10-11","(주)쇼박스","청소년관람불가","액션,드라마","임상윤","소지섭,이미연,곽도원,배영한,김동준,이경영,한보배,정종열,이학렬,임상윤,곽승원,김봉준,홍의정,김중돈,이재윤,나주호,박지수,서정주,이금용,이동민,이채은,박진우,전신환,황석하,황석정,전국환,유하복,정대용,신유람,김서원","영화사심미안(주),(주)쇼박스,(주)51k",487,106990,12.7310061601643
"효자동 이발사",4855872900,748380,83,10745,"2004-05-05","(주)쇼박스","15세관람가","드라마","임찬상","문소리,송강호,주진모,이재응,오달수,노형욱,류승수,정세인,김민석,최한철,채성민,민봉기,손병호,박길수,조영진,정대용,윤주상,김경룡,최홍일,최교식,오창경","영화사청어람(주)",72,78260,15.2777777777778
"후궁 : 제왕의 첩",19330302500,2636320,624,69104,"2012-06-06","롯데쇼핑㈜롯데엔터테인먼트","청소년관람불가","사극,멜로/로맨스","김대승","조여정,김동욱,김민준,조은지,박지영,이경영,박철민,장지민,전주병,정일원,홍수지,신민철,안석환,오지혜,이용녀,박충선,최정현","(주)황기성 사단",558,272166,11.8279569892473
